etichetă_joc,total_încercări,cuvânt_găsit,secvență_încercări
3306,7,SCĂRÂMBĂ,F P S C R M B
3307,6,ÎNȚOPONA,Î C S Ț A P
3308,16,PRĂJITORI,A B C F G R N P L Â V D O T U J
3309,6,PULSIUNE,D L S I N E
3310,11,DIFLUENȚEI,B Z C D F R L O U N Ț
3311,19,MIÂCARI,A U B O T C N L Ă D F G E Â S V Ț Z M
3312,6,VÂLVORII,I D Â L A R
3313,13,FARINGELE,A B S C N E Ă O D F M R G
3314,5,INFAILIBIL,A I M F B
3315,13,PELINCĂ,A G P C T B E N U F M H Ă
3316,8,OBLITERATE,A M I N O B L R
3317,6,POTESTATIVE,P E S A I V
3318,6,ÂTRAIHMAS,Â T R A I S
3319,16,PLURITĂȚI,A F L N B C E V Ț R S G M P T Ă
3320,16,ORICUI,A B Â Ă C H T P S N Z M R V D O
3321,8,AMELIORAȚIA,A E L I R B T Ț
3322,16,MAKARI,B N T Ț Z C R F G H K S V Â P M
3323,18,CONTRALTO,B J S D U M I Ț L O E P T C F Ă G N
3324,11,BIODOZIMETRU,A C L R T O M U Z I D
3325,7,COORDONĂTOARE,C R D N T A E
3326,2,GOGIRII,I R
3327,6,EXPURGA,E A R I P G
3328,12,TĂMÂIOS,A E I O R L Ă B C U M S
3329,17,FRAMEEA,B G N H C T V D J F Ț I P L U M E
3330,13,UNIFOLIAT,A D N M C R G Ă S T F O U
3331,10,CĂPEȚEL,B C A I T O U Ă E Ț
3332,9,INFLUENȚAU,E D I C O F L U A
3333,6,NESTÂNGENIT,A E S T Â G
3334,13,ÎNCETIÂORUL,A E M T I C O R D F Î Â U
3335,8,SCRIPTURII,A C O M S R T P
3336,5,LEGITIMA,E G I T A
3337,5,OȚELURILE,O E L U I
3338,16,PROMOVABILE,A G L E M O N R F S T D B C Ț V
3339,16,APOGAMII,B D R E Ț I L P T M S C N V Â G
3340,11,MARIONETĂ,A C M F R G B O N T Ă
3341,7,DEZVIRGINĂRII,D E Z V R G Ă
3342,6,PRICINUIND,C O P R I D
3343,18,MÂNJEASCĂ,A D B E R I U C L O T G S M Â Ț F J
3344,18,VĂTĂMARE,C R O F G N T E D S I H X U P Z V Ă
3345,6,KENOTRON,F M K E T R
3346,4,CLOROCID,L R I D
3347,10,MUSCADINI,C A O E G M I N R U
3348,12,PENTACLORURI,C T L E P S O D M R N U
3349,11,LASĂ-TE,C F M P U S O L A Ă E
3350,18,SCUZAȚI,A B L C D U N T R H O G M Â E P Z Ț
3351,14,SFÂRLOAGEI,A B C R F L O N U E T G Ă Â
3352,7,MARELE-SPĂTAR,M R E L S P T
3353,12,COCOLOÂI,B C M D F H T N P R L Â
3354,6,ACTUALĂ,A C R L I U
3355,14,INTERSTIȚIALĂ,C U D I M N T O G R E Ț Ă S
3356,13,SLUIS,A B T D G P V C Ă E O S U
3357,6,MORMÂNTĂRII,O Â N T Ă I
3358,14,BĂUI,A G R Ț E O J Â U C N L Y Ă
3359,14,CEREZINĂ,F H L B R U P A S N Ț I Z Ă
3360,15,PĂDUCHER,A O V E G S I T R U N L Ă C H
3361,22,ÂUÂUIRE,A B S U R G L T M N O P C X H Ț D Z Ă V F Â
3362,6,AGAȚĂ,B C F G P Ț
3363,8,ÎNDOITE,D O I T C H R E
3364,12,MICROBUZE,A C R O I Ț N S L U Z E
3365,8,INDIVIDUALIZAT,I V U A L S Z T
3366,12,RĂSCULA,A I B M C T D F N U R Ă
3367,7,INCITATOAREI,D E N O R I C
3368,11,IMPRESIONABIL,M R E D S O N Ă A B L
3369,15,HIPERBOLICI,A E D M O L G T F I P C U N B
3370,10,MITRALIEZĂ,C O F L M A R E Z Ă
3371,7,TIGANEASCA,A L N I C T E
3372,11,GALEÂI,B U R C L O E I P T G
3373,8,TOBOÂARULUI,B T Ă A R U L I
3374,6,NEVI,C L N S T I
3375,7,MONOCROMĂ,F H M R N E Ă
3376,5,MLACĂ,A M O B C
3377,17,RITUAL,R B L C O T E D F J N M V P S Â U
3378,7,MILITĂREÂTE,M L A R Â Ă E
3379,12,POLUĂRI,A C D U L I B M V E P O
3380,6,FITOCITOLOGIE,F O C L G E
3381,9,SFIGMOGRAFIEI,B E C S F I M O A
3382,10,POTOLELII,A F H I Â R U P E O
3383,10,HANGUL,A G I M S Ă O E N U
3384,6,HIPISMULUI,H A S M U L
3385,4,DESPIEDIC,E S P C
3386,8,HIPERACTIVITATE,B H I P E R C T
3387,9,CITOMETRUL,A B C I O M E R U
3388,2,VIS,A I
3389,8,PINACLUL,B D P S N A C U
3390,6,CREȚE,A B C D T Ț
3391,7,BĂÂCĂLIE,B A S Â C I E
3392,19,PATRICIZI,B I M C O P U H L F D T S E N Ț Â V Z
3393,15,IMUNOTERAPIA,A D B C O G R I U L H E Î M P
3394,7,MUNTENIZEAZĂ,M U T E I A Ă
3395,9,SUBLETALĂ,C P T I U B E A Ă
3396,13,UÂCIOR,A L I N D U S E P R H M Â
3397,3,PAVEAUA,P E U
3398,9,RADIOSTIMULATION,R D I O T M U L N
3399,14,MARINICĂ,A C E H G I O Ț N S X L T R
3400,17,RETINALĂ,B C O U D Z H I N S F G L R E Â T
3401,7,TRIANGLURI,A R E T N L U
3402,12,ZGUDUITOARE,A C F S P Z G D I T O E
3403,4,EONI,A S O I
3404,16,TRANSURANIAN,A C M N T E F L Ă P R Ț B G D U
3405,6,NEMET,D F G M Â T
3406,8,CHLORID,A E D R U I L O
3407,14,SMERENIE,A I G L T P R C U D H Â E M
3408,20,VĂDIT,A L S U B Ă C O G H N K M E R P T Z Â V
3409,6,ODOMETRIA,D M E T I A
3410,12,MUȚIEI,B C H L Ă I E R P S N M
3411,10,FACTAJE,A B U R N O C D F T
3412,10,ROTOGOL,A P U C D E Â R O T
3413,15,COTIZATOARE,A D B I L M N P U E S T V Z R
3414,10,CENTROSPERMIGENĂ,C E N T O S M I G Ă
3415,17,DEZBRĂCĂRII,A U C M H O T D E G N S Z F L B Ă
3416,16,GOLĂNAÂI,C E R L I T Â B U O D G Ț S Z Ă
3417,13,CALOASE,A N M P I R Ă U E V Ț O S
3418,9,BOEMI,B E Ă D G N P T I
3419,9,EXPERIENTA,L X P D R I T Ă A
3420,9,RADIOELECTRONIC,M R A D I E L T N
3421,9,COJOCĂREASCĂ,B T C L R S E Ă J
3422,9,PIERDUT-O,A D E R N P I U T
3423,9,JIGOURI,D G A O M N Ă U R
3424,6,EFEMINEAZĂ,F I N A Z Ă
3425,5,MALEABILIZA,M L E B Z
3426,16,CONTEX,A H F I L M N R P T Z S U O Â X
3427,12,BĂLĂCĂRII,A D E I R N S C Z M T Ă
3428,9,SENTIMENTALĂ,B E S A L Ă Ț N M
3429,13,BĂTRÂNELEI,A L I O G J R C U Ă Â N E
3430,18,EXPEDITIVĂ,A M S E C I T O D Z U N R Ț Î L X V
3431,13,TELEAP,B C D N G J U M I P A F T
3432,5,ATLANTICI,A C E T L
3433,16,ÎNCORDAT,A E H I O L T Z R Î M S Ă U B D
3434,8,INDEPENDENȚILOR,A I N D E L O R
3435,9,SCEPTRE,A L C E R O Ă I T
3436,15,LAMÂIE,A B C D F L U N P T O Â R H M
3437,10,PRECIZABILI,A L T E V R O C Z B
3438,11,NAGAICE,B R P V H J M N G I E
3439,19,RAMEAZĂ,A B S C G L V R D O U N Z F Ț H I T M
3440,4,HRISTOITII,H R S O
3441,9,GENERATIE,D G A L Z V R T I
3442,12,COMPONENȚI,C L R T A M I E S Z N Ț
3443,7,PEÂTE-PORCESC,P Â C R Ă O S
3444,10,MITICUL,C N V D F M O U Z T
3445,7,SACIFORM,B C I F O R S
3446,16,COLUMELĂ,A C R D L B U I O G S V F H N M
3447,7,SOCIOLOGISMULUI,O I N L G M U
3448,6,FERINE,A O C I N F
3449,12,SIMPATOLOGIEI,A E R G B C M T I U S P
3450,9,SEMIINTELECTUALI,C O S E I N T U A
3451,9,SOLIDARIZA,C I N O E S L D Z
3452,8,CETONIA,B G O I T Z C A
3453,16,COMBUSTIBILE,A L I N F O R T U S Z D P M V B
3454,13,PROCESĂRII,A E N H B C I O U D P M S
3455,7,OPUSURI,B L G P S R I
3456,9,REPUBLICILE,C L R A D I Ț P U
3457,14,PUGILISTICE,A R E N T F O Ă S L M U G C
3458,20,VECHIULUI,A R O B S T Ț C V D G M N Z F I Â P H U
3459,12,DOCUMATOARE,B C I P E N D U L M R O
3460,6,DEBARASOARE,M D E B R O
3461,7,INFECTANTE,A C N U S I F
3462,14,BALOCORĂ,A C I G M T U B L Z F E N O
3463,8,REALGAR,A R O B D S I L
3464,13,CVINTUPLA,O F L I N E U T R S M V P
3465,8,DEMACHIAT,E B C P M H I T
3466,5,CALDEENI,C A D N I
3467,4,OBLOJIT,B L J I
3468,9,EXMATRICULARE,E A C I U D M R L
3469,15,CENOBIT,A R O B C Ă L N V D M F G H T
3470,5,CIAN,L V C E I
3471,6,TRITON,A E I K R O
3472,6,ROBOTIZĂRII,B T I Z A Ă
3473,5,BRUN-NEGRU,B A U N G
3474,10,KARELO-FINLANDEZĂ,K A R L O F I D Z Ă
3475,10,TRANCĂNI,A S C R E G T Â O Ă
3476,4,AUTOTURN,A T O R
3477,9,ZBURDĂL-NICIE,Z B U R D Ă I C E
3478,7,CANIBALISM,A D C N I L S
3479,12,RUMORI,B D F G J I L P A Ă M O
3480,12,AUTOPEDEPSESC,A E R M U T I L N P S C
3481,12,IONIZANTĂ,B C L U R I N Ă M D A T
3482,10,EMBOLIGENI,A B U I E N C O R G
3483,1,TIZI,T
3484,12,PERSONALIZEAZĂ,C D M S O I L Z Ă P R N
3485,11,BUCLEZ,A E I Â C O U R H Ă Z
3486,5,OBLOJEA,C L J E A
3487,14,VERBUNCAÂ,A D I T C O L S E B U M N Â
3488,4,PARCĂ-I,A R C Ă
3489,8,GALBENĂ-CAFENIE,G A L B Ă C F I
3490,8,PARAZITOLOGIC,A C R P T L I Z
3491,17,VEZICALE,A U B F L R C N M Ă P E Î O Â T V
3492,9,CONGLĂSUI,B C O N R G L Ă I
3493,17,SENATORI,B C D F G V L S T Ă E U O I P H N
3494,6,DESCUIE,B C I U N D
3495,18,JUNII,B Ă D E F O L Â M R S T V X U G P J
3496,13,INSPECTAT,U B T R O N I P L D E F S
3497,8,GHIOÂĂRI,C I O R A Ț G Â
3498,13,PIRGEOMETRU,B C D M O S P G A N E T U
3499,11,SENARIE,D B C T U N M A R G I
3500,14,STAMBĂ,A E I R N O S M P Â C Ț J B
3501,1,RÂÂI,I
3502,7,PROLETARIATUL,P R O E A I U
3503,11,GORNICESEI,A B O N D P S Ă G R I
3504,18,CAPRIȚIU,B L I N O E Z R S D M Â F T Ț Ă P U
3505,6,MILIONIME,A G I L O E
3506,13,ENOFTALMIA,A F L X C D G O M E U Î T
3507,7,PELINCII,C S D L G P N
3508,14,ANINIÂTE,B C O T I V M N P R F S L E
3509,6,PSALTIKI,A T E S L I
3510,15,SPOITORULUI,A C D Â B I T U O Ă E N M P S
3511,7,BALOGRAF,B C J R G F L
3512,11,NICARAGUANEI,A B M I R O Î E T N U
3513,7,REPREZENTANTUL,R P Z N A U L
3514,8,MISTRECIT,A C E Ă H M I R
3515,18,POZIȚIUNE,A C T D L M F N P S O G Z B H Â Ț U
3516,9,ÂIRA,A C F G L Ă M T Â
3517,9,DRĂNICER,O G H P D Ă N I E
3518,16,EMPATICĂ,B C V G N P L S I O U D E H Ă M
3519,12,PARENCHIMATICĂ,A L O B C I M T R N H Ă
3520,17,LEUCOGENEZĂ,A B N R L G F D E S U I T Z M P Ă
3521,13,ARENDAT,D U F L M R J E Â Ț S I T
3522,15,CORMORANI,E O G B C L P Ă F M Ț I Z Â N
3523,9,RECONFORTANȚI,E C O N F A Ă Ț I
3524,7,BĂTĂTORNIȚĂ,B T A O R I Ț
3525,5,APICOLILOR,A C O L R
3526,7,CONOSCOPIA,C S A P E M I
3527,3,FORJOR,B F O
3528,5,ELEFANT,A T I F N
3529,6,SULTANAT,C P S U A N
3530,13,ASEPTICĂ,A B O R C U V Ă M N P E S
3531,13,CHIÂIȚE,A N H B L M Ă O S Z E Â Ț
3532,18,RAPANDULĂ,A L I M S C E O U R F V Â B T N H D
3533,14,PORNEÂTI,B G R I C D L M P A N E Ă Â
3534,5,SUNÂND,E I U Â D
3535,9,ZĂRZĂRICĂ,C T G M P S L Z R
3536,12,CHIORI,A B D L T M N G I F C H
3537,8,SCHILĂVOÂI,E S H I L Ă V O
3538,19,CLERUL,A C B G L Ă H Y S I N T X F M Ț O P U
3539,12,NECLARITĂȚII,C T U S L M G Ă Ț N E R
3540,8,PESTOASE,A I E M Â Ă T O
3541,15,COROIDĂ,A I U N L E V M D R B Z H T O
3542,3,EPILEPSII,P L S
3543,10,PANSEAUA,B H C P M L N D S E
3544,12,VITUPERATORI,C L M B T U A Z V P E O
3545,13,DERUTĂ,A R O B Â C N U T F I G D
3546,16,NEGUSTORAÂ,A I M O L E B F P V R J G U S Â
3547,10,NEPOTRIVITĂ,C E L N Î P O I V Ă
3548,13,EXTRAPOLAȚIA,C O P A R Z S X N D L Ț I
3549,13,VÂNTURĂȚARĂ,C F S M T E P V Â N U Ț A
3550,6,AUDIOVIZUALI,A I O V Z L
3551,13,LETONIEI,C F G I U O A M R Z N V T
3552,9,DERMATONEVROZĂ,E M A T O N V Z Ă
3553,8,SONICI,A D O U I E R C
3554,10,DISCRET,A P B U S I E Î D T
3555,10,PRAVOSLAVNIC,H I N C R D P V S L
3556,11,EXSUDAT,D L C F S I X P O A T
3557,5,BIFAZIC,B A C D F
3558,8,CÂRNĂȚĂRIILE,C Â R N E A I L
3559,5,ALBINARULUI,B I N R U
3560,16,ÎNCREȚITURI,M P I D C Ă L R J N S T A Ț G U
3561,19,NĂFRĂMUȚĂ,A I R M Z E C D G L O P S U T B F Â Ă
3562,21,GHIJOAGĂ,A B C U D F R L N M G V O E Â Z P T H S J
3563,7,TIROIDECTOMIILE,T R O D E C M
3564,11,NEMIÂCĂTORI,F B M E R O U N C Ă T
3565,6,MINIMIZATĂ,L N Z A T Ă
3566,1,AICI,A
3567,6,AMETROPI,A O R E P I
3568,14,EXOTROFĂ,A B S M P I U C Ă E N O X F
3569,7,FILAGO,C U D F L A O
3570,6,DELOIALĂ,E B I Ă O A
3571,5,CIBERNETICIENE,C B R N T
3572,9,TERMOENERGETICIANĂ,T E O N G I C A Ă
3573,11,PANTOFILOR,A C U R O I L M S P N
3574,8,SORAB,B R P C E T I O
3575,15,PETROGENETIC,A L N G E Z R S O T M U Ț F C
3576,13,KILOGRAM,C D E F L I T B R N M G K
3577,7,IULIU,A F J R T D I
3578,9,TELEIMPRIMATORIÂTI,T E L I P A O S Â
3579,5,EPILOGALI,E P O G A
3580,13,ÂERLAC,Z B D I F L A R U Ț T P C
3581,10,TRANSMUTARE,A C R D B N S L M U
3582,10,LOGICO,A U N E Ă T H I C O
3583,8,SAPROBIOLOGIA,B C S P R O I G
3584,7,CUMINECĂTURII,M I N E Ă T R
3585,11,TEMELIE,A R E N O Ă C L U D T
3586,7,TENTACULARI,E N A C U R I
3587,3,TANGARA,A G R
3588,17,ÎNVĂȚAI,M B I R T P N E D G H Ț C U V L A
3589,12,CARTIERULUI,A C M T V L S G O Â R E
3590,21,MĂRIMI,A E P U Ț B Â C D O F L M N S T V Z G H Ă
3591,5,DOZĂ,E O U A Ă
3592,16,SCARLATINE,A B C P G M U S I R O X Z F T L
3593,8,GRAIURILE,C L O P G R U E
3594,10,ITALIENE,A L I R C S Ă Â D N
3595,8,NĂSĂUDENCE,A G I Ă S U D C
3596,20,PERSONAJE,A G B T E L Ă C I D O Â U F M H J Ț S P
3597,10,NEAMABILE,A D N E O C F H B I
3598,6,LOZII,B Z C F G L
3599,9,REZBELNICI,O C M E R A Z L I
3600,5,CLASIFICAȚIA,C L S F Ț
3601,10,PITUITARE,A N S Â C D U I R P
3602,19,ȚUICĂ,B F H L R T Â C G D P J Z I X N S M Ț
3603,11,NEBĂNUIT,B A U S C P I R Ț Ă T
3604,12,MIROSURILE,A N I P L Â C E R T O S
3605,17,ZĂBUNEL,A N T R B I U Ț C Â F H O M P Ă Z
3606,9,ORDONARE,A S C O D I Ă V E
3607,13,NEPREGETĂTOR,A C D M N E Â I P R L T Ă
3608,8,CANCEROLOGIEI,B L C N O G E R
3609,9,FRECVENTAT,I Â L R C V N T A
3610,16,GERANIU,A T Ț I N Ă B C V D M F U L P G
3611,13,PROCENTUALI,A F B U I Ă O N R E X P T
3612,6,VESPERINUS,E P R I N U
3613,8,SPECTROMETRIC,E M I P L C T O
3614,10,DEPLÂNSĂ,B Ă L O F N E A D P
3615,7,SFI-DĂTOR,P S F D Ă T R
3616,15,HUȚULE,A G I L T U C V Z R O Â N D Ț
3617,14,SCHIMBĂTURĂ,A Â C L D F I N S H M B U R
3618,8,HEMATOPOIETICĂ,H M A O P I C Ă
3619,7,DES-DE-DIMINEAȚĂ,D E S M A Ț Ă
3620,9,NARCOTIZEZ,B R O C H N T I E
3621,8,ÎNVERÂUNĂRI,Î V E R U A Ă I
3622,20,ÎNDEMÂNATIC,A T L E R N G H F S O M P Ă U D Z B Î Â
3623,8,ZBURAȚI,A L I E Z R O Ț
3624,16,INSTANT,C Â O D T Ă E R K M L N U G Ț S
3625,8,TRAFORETE,B S D F T E N O
3626,8,ALUNECĂRI,A F L U E C R I
3627,21,HALOIZIT,E B D I C K M N S T R O G Ă V F P H U Ț Z
3628,2,URMA,A U
3629,9,EXPRESIVĂ,A S E C D R I Ă X
3630,20,STĂRUIT,A C F G L O M N R U E P Â T B H Z D Ț Ă
3631,6,ANONIMITĂȚII,A N O T Ă Ț
3632,8,NEDEZLIPITE,M P D S N Z L T
3633,8,EDIFICATORI,A F O L I C T R
3634,12,ÂANTAJEAZĂ,B F M P R C T J E Ă Â N
3635,9,ACROBATICI,B J O R D C Ț P T
3636,5,DEZANGRENARE,D Z A G R
3637,16,MITINGULUI,A C N I U E B X H R M Â P O V G
3638,6,CADRILULUI,A R E C I U
3639,5,FLACIZI,A E L F Z
3640,9,ISCOADE,A C B D T M N S E
3641,8,AUTOCONTEMPLA,A U O C N E M L
3642,19,FURNICE,A L O T P B Â Ț E N G Ă C D U S H M F
3643,5,CARAULĂ,C R U E Ă
3644,9,CONSIDERENTUL,C O I D E R T U L
3645,12,ETIOLĂRII,A M R F I E N S P L G Ă
3646,12,HIDROGRAFIEI,A L N T S C G R I H E D
3647,6,URGENȚEI,R G N T Ț I
3648,5,TENTACULATE,E N A C U
3649,5,MATURITATE,M A R I E
3650,4,DIGITIZEZ,G T Z E
3651,18,PRILEJUIA,B F S X C R O E P H T G Ă M K L J U
3652,10,GUATEMALEZI,B D F G U A T M L I
3653,21,ȚĂRÂNII,A C N F P B U Ă Z G E L M O H S T Ț X J Â
3654,6,JUJEUL,A B C G J L
3655,12,PONEGRIT,A B L P S D G H T R O N
3656,10,TÂMPLEI,A L I N E M U R Ă Â
3657,16,OMISIE,A L R S B Â C U N T D F G I P M
3658,7,NESTORIENI,E P W S T O R
3659,13,FONOGRAFIA,C S P I F G E M A D L T R
3660,5,CARUL-MARE,C R U M E
3661,11,INCRUSTAT,A B E H I L T R O U S
3662,11,VILEGIATURISTĂ,C I N V L E A T U R Ă
3663,3,BABAICĂ,A I C
3664,20,LIPCĂNEANĂ,B O H M S N E T L A U G R Ț Z V D P Â Ă
3665,6,NEPRINCIPIALE,N P R C A L
3666,12,CALVINĂ,B N E L I R D U F M Ă V
3667,7,COMIS-VOIAJORI,M I S V A J R
3668,6,ALUMINIZA,A B L U M Z
3669,9,FENOMENALISMUL,A E R F N O L S U
3670,8,DURIT,A D T B N L C R
3671,8,STIVUIASCĂ,L T H V U A C Ă
3672,7,MOTOFLETE,F H M R P L E
3673,7,ÎNCHEGĂȚELE,N C H E G Ă L
3674,10,ÂOIMULEȚ,C G S D Â O I U L E
3675,18,ÂIRAG,B F N Y E J S I C Ț P O R T L U V G
3676,5,PRI-VIRE,O P R V E
3677,11,PREDELENE,A E O N S R C F Ț I D
3678,10,MICSANDRĂ-DE-MUNTE,I C S A N D R Ă U T
3679,5,CEFALALGIEI,C E F A G
3680,10,BARDEZIU,A G I N E R U L Â Z
3681,7,FRIANDISES,N T F R I A D
3682,6,APITERAPEUȚI,A I E R U Ț
3683,15,RELONISTE,A E I B S Ț Ă C O U M G P R T
3684,8,ADVECTIVI,A M I C Ă U V E
3685,10,ÎNHORBOTA,A N I R V S B E Î O
3686,8,GOGONELELOR,B I C D G O L R
3687,5,SANGUIN,A H S I U
3688,10,PICTATE,G I Ă Z C N U M P E
3689,15,STILOIDĂ,A I P N E B C S T H G F L R Ă
3690,11,LĂTĂREȚE,A G M N R H P I T Ă Ț
3691,9,OBRAȚE,A Z C R Â O I U Ț
3692,12,PELMATOGRAME,A K L E S R Z N O I M G
3693,1,SEMEM,S
3694,6,REANALIZEZ,D R E N L I
3695,10,EXTRAPROFESIONAL,X T R A P O F S I L
3696,15,INCARNAȚIE,G L U S T M B O R C A N J P E
3697,19,TEGUMENTUL,A T I X B C O D E R G Ă S V U J P F N
3698,6,GROHĂIRE,R O T Ă I E
3699,13,INDEZIRABIL,R C M P N L I Z O E S T D
3700,16,TULEAN,G R D U Z B C I L N O P Â S V T
3701,4,REACTO,E C T O
3702,14,PUMNULIZEZ,A F Â O I C S E R Ă N U L Z
3703,9,REGINA-PEÂTILOR,G L P Â T I O N A
3704,6,DESĂVÂRÂI,D E S Ă V R
3705,5,PODOLOGICI,D L G I C
3706,11,COLUMNIFORMĂ,A L I N D U M F R E Ă
3707,12,RETRANSMIȚĂTOR,C N V E U R T A M I Ț Ă
3708,6,PROSTITUAU,P R O S I U
3709,5,DIDACTICII,B C A N D
3710,13,ÎNNEBUNEA,D M T B L C O V E Z N R Î
3711,18,GRANIC,B Z E Ț C F G M T V L D R U O P S N
3712,8,GROZAVUL,A G Z L C F O V
3713,13,PAROXISME,A C L P I N B O M R T U X
3714,10,CEREM,A T D E N S U B O M
3715,14,ÎNSPĂIMĂTA,C L O R I A Ț E D Î N S Ă T
3716,15,MARIAZĂ,B Ă O C S D M E F G H L T I Z
3717,8,VEDEROS,A N I R C E D S
3718,17,POLITIZĂRI,B C L N M U T R A F D P I E Ț S Ă
3719,7,ROMANTIZEZ,N E T I R O M
3720,5,SUPRAPOPULA,S U R O L
3721,19,ÎNSUÂITĂ,A C D G L B M N E I R H T S Â J O P Î
3722,19,RACEMIFORMĂ,B C L O V U N Z D T F E G R P M Ț S Ă
3723,8,IMPRECISĂ,M P L Ț R E S Ă
3724,17,COMPOZIȚIE,A B R S C I T L M P N G H Z V Â Ț
3725,11,VERTICALIZĂRII,A N S E R T I C Ă Ț Z
3726,12,DĂBĂLĂZEZ,E A R S V I T Z O U Ă L
3727,10,ÎNFLORITURILOR,A P M Î N F L O T U
3728,13,MIOPIEI,B T C V D L N Ț F X M P E
3729,5,STRAS,A O U C T
3730,9,DESFUNDE,C P S H T R F U N
3731,13,DECOJI,A N R U S Â B E O L D Ă J
3732,12,PĂSULUI,A N T I C X O F Ț Ă S L
3733,9,INVOCĂM,E M P N D X V O C
3734,17,CUȚULAN,B L N M P U D E R I O T V S Ă H Ț
3735,10,ÎNFRUPTAT,M N C R U S I A F P
3736,12,STRATURI,A C P B G Ă D E F T I S
3737,8,MINIMALIZATOR,T E I N L Z O R
3738,10,FUZIOMETRU,A C O M R U D Z I F
3739,8,BUCELA,A L I E Ț O Ă U
3740,11,SUNNEI,A B C G L V Ț M N I U
3741,9,COLINIARITATE,A N B O L E G I R
3742,6,MACROECONOMICI,A C R E N I
3743,8,DROSOFILE,B D R F I L Ă E
3744,18,ȚÂLEA,B C U F G H L N P R S V D Z M Ț I A
3745,16,APOCENTRU,A C Ț I L E X S B T O Ă M P F U
3746,6,RĂSPUNSURI,A Ă S P N I
3747,15,MIRODENIE,A R T P U B L C M N I S Â Î D
3748,9,CIRTEI,B J Ă C E Z L P T
3749,15,XEROFOBE,A E I O N U B Ă G M P C S T X
3750,2,DEALE,D L
3751,5,POMO,C L S D M
3752,6,AEROBIONT,A E R O I T
3753,8,LOGODEASCĂ,C L I G E A S Ă
3754,16,ÎNAINTĂRI,M B L P I N E A D G V Z S Â Ă R
3755,11,RABINI,A L D B U C E F M P R
3756,9,BOVARIC,A C R B D L E Ț O
3757,7,DISCORIE,B O C R D A S
3758,10,ÎNTÂM-PLARE,N C T Â M P L Ă R E
3759,5,TRESTIOARE,E S I O A
3760,9,FRĂGULIȚĂ,A C D F R G U L Ț
3761,8,PREISTORICIAN,P E S T O C A N
3762,10,PRICOPSIT,A E P O N R U B S T
3763,9,INJECTOARE,A D E C I V N O R
3764,8,HEMOCULTURI,E M O C L T R I
3765,5,INSELA,A C E L N
3766,8,SUCURI,A G Z B C Ă I S
3767,11,ÎNCHIRIEREA,C O D L P S Î N H R E
3768,7,EXUBERANȚEI,X U B R A Ț I
3769,8,NODURILE,A D I R E G O U
3770,14,TÂRLICI,A D R V E C U H O Z G N Â L
3771,12,APREȚUIA,B L C R D N P T G Ț U I
3772,9,NEOCATOLICĂ,H Â N E O A L I Ă
3773,9,SACRALITATE,A C U O R E D S I
3774,8,ORTODROMĂ,A L N S R O Ă D
3775,7,VIEȚUIRE,A G R O V I U
3776,14,ÎMBRĂȚIÂAȚI,A M G H S U C Î O R Ă L Ț Â
3777,6,APOSTERIORI,A O S T E I
3778,14,SEPTENALI,B C N A R D G M S Â P L Ă I
3779,3,ABȚIN,A I N
3780,11,EXPUGNABILE,C P I T X A M U G B L
3781,9,COOPERATOR,A B U E L I O P T
3782,4,FERESTRELE,F S T L
3783,7,NEREGULARITATEA,N R G U L I T
3784,5,SFIDA,A N R F I
3785,15,PERDAF,A C Ț T D L J O I N S U R Â F
3786,12,TOCANEI,L I Ă R Â B E Ț D N O T
3787,18,COCHILIERĂ,A D Â F G L B N U T P I C O M E Z H
3788,10,ORNAMENTIST,C O F M I A Ă R E T
3789,7,GHERMEÂITURI,H E R M I T U
3790,9,NALBĂ-DE-GRĂDINĂ,N A L B Ă E G R I
3791,13,MICROFILĂ,A Z C R O B F L E P N Â Ă
3792,1,GLII,L
3793,14,DECRETULUI,T R M C N L O P S A G Z U I
3794,16,ZABITL,A C T R S U D F G H K M E B O Z
3795,6,TELEIMPRIMĂRI,T E L M P Ă
3796,14,APOLINICE,A G R T L I V O C S U Z Ț N
3797,14,DIZOLVĂ,B A K I T C D E G M R L V Ă
3798,12,ANTIPARALELI,A C N I D U B F R P Z L
3799,9,SUSȚINĂTOR,U C P I N R Ț T O
3800,9,VITUPERATOR,E N O B V I P R A
3801,10,ENTEROSCOP,A M P L R H E T O C
3802,7,EPISTEMOLOGIEI,P S T M O L G
3803,5,REFIRMĂ,E F M O Ă
3804,1,TATUAT,A
3805,7,EGALI,A B F N E Â G
3806,6,ALIENAȚIA,A L E B G Ț
3807,16,IMPUSE,A H B C N O R D T U Ț J L M S P
3808,10,REUMATICOS,G P R E M A T I C O
3809,13,CAVIGLIA,B C S M P R Â E Ț W V I G
3810,16,MURGANI,C E O G Z U L B D N Ț P V H I M
3811,15,CLOCEÂTE,A D F L I P M R U B Ă C N O Â
3812,0,SM,
3813,13,ÂOPRU,A C R E F H L M P D V S Â
3814,10,SCAUN,C D F I L E Ă M N U
3815,8,LARVATĂ,B C H L A E R Ă
3816,7,APTITUDINALI,C P T U D N L
3817,7,PARODONTOZE,A R D N T Z E
3818,4,ODĂIȚĂ,C O D I
3819,11,HIPERTERMIA,B C S F H D P E R T A
3820,12,NELEGAL,B D C F G T Â R N P S L
3821,9,LEPROZERII,A R O S E I D U Z
3822,15,MODERABILI,A C E R Ț T G N L O F Z Ă D B
3823,9,DESCRIS,A P B U S I E Â D
